exp	acc	target	biosample	synonyms	biorep	techrep	read	read_length	run_type	read_count	url	md5sum	controls	qc_flags
ENCSR325QLX	ENCFF051VPB	ZNF8	SK-N-SH	SKNSH	1	1_1	1	101	paired-ended	44495751	https://encode-public.s3.amazonaws.com/2018/01/13/7758f51d-aa5e-4053-a201-e7b23c76def9/ENCFF051VPB.fastq.gz	eb34937359d78b31bae88124a1e6efd0	ENCSR995TTS,ENCSR618JZG	mild to moderate bottlenecking,moderate library complexity
ENCSR325QLX	ENCFF705RKN	ZNF8	SK-N-SH	SKNSH	1	1_1	2	101	paired-ended	44495751	https://encode-public.s3.amazonaws.com/2018/01/13/3fe3e191-ce68-4275-baad-0d1ba83003eb/ENCFF705RKN.fastq.gz	9fff07dc1b81edd5739696bb1b624676	ENCSR995TTS,ENCSR618JZG	mild to moderate bottlenecking,moderate library complexity
ENCSR325QLX	ENCFF230HZW	ZNF8	SK-N-SH	SKNSH	2	2_1	1	101	paired-ended	47288823	https://encode-public.s3.amazonaws.com/2018/01/13/c27eacef-a431-4b01-aa83-b2b45383ca3d/ENCFF230HZW.fastq.gz	c92309ef9aba62965a9c0b2d00e06e69	ENCSR995TTS,ENCSR618JZG	mild to moderate bottlenecking,moderate library complexity
ENCSR325QLX	ENCFF849AFR	ZNF8	SK-N-SH	SKNSH	2	2_1	2	101	paired-ended	47288823	https://encode-public.s3.amazonaws.com/2018/01/13/6709dd66-6283-44ca-b0cf-3162d90061ac/ENCFF849AFR.fastq.gz	e2c54d37b9d855c223b90705e6e64c45	ENCSR995TTS,ENCSR618JZG	mild to moderate bottlenecking,moderate library complexity
ENCSR590FLL	ENCFF841UMN	ZNF347	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	101	paired-ended	44130627	https://encode-public.s3.amazonaws.com/2018/01/13/a3ef966d-5689-4744-9e0b-2b005923d067/ENCFF841UMN.fastq.gz	f4788039cb18ac94b340e7d789654dee	ENCSR822AWY,ENCSR328FYU	mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR590FLL	ENCFF870SDV	ZNF347	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	101	paired-ended	38426499	https://encode-public.s3.amazonaws.com/2018/01/13/5e088d6b-54c0-4560-b272-8d03a02c8f6a/ENCFF870SDV.fastq.gz	0c7649b24e77994b39b4d40445ee318a	ENCSR822AWY,ENCSR328FYU	mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR590FLL	ENCFF756TGN	ZNF347	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	101	paired-ended	44130627	https://encode-public.s3.amazonaws.com/2018/01/13/70516c3e-0856-49e2-99bd-72db96102dc5/ENCFF756TGN.fastq.gz	649fe27faa7cf1787da0a8a5a695f8bc	ENCSR822AWY,ENCSR328FYU	mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR590FLL	ENCFF704TJC	ZNF347	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	101	paired-ended	38426499	https://encode-public.s3.amazonaws.com/2018/01/13/9f53b0ca-a61f-44e2-bbc6-c1daf4110ad0/ENCFF704TJC.fastq.gz	0e87e0183580637a8750a5cce79c603a	ENCSR822AWY,ENCSR328FYU	mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR002ZGC	ENCFF544JNE	ZNF212	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	101	paired-ended	47029002	https://encode-public.s3.amazonaws.com/2018/01/13/79861635-1a21-4c9e-b00e-f47c4c8a5cb1/ENCFF544JNE.fastq.gz	21a772e0d6e1838f6fa517159cd998ca	ENCSR572XHZ,ENCSR328FYU	mild to moderate bottlenecking
ENCSR002ZGC	ENCFF539QMX	ZNF212	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	101	paired-ended	47029002	https://encode-public.s3.amazonaws.com/2018/01/13/dced064c-b1fe-411e-9edc-a1623a4eb3d3/ENCFF539QMX.fastq.gz	a27265991937c44187885d16329d4a0b	ENCSR572XHZ,ENCSR328FYU	mild to moderate bottlenecking
ENCSR002ZGC	ENCFF265MUS	ZNF212	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	101	paired-ended	31677406	https://encode-public.s3.amazonaws.com/2018/01/13/a95688e3-8179-4569-abaa-cd080d04e1d1/ENCFF265MUS.fastq.gz	ec793e203413d563e90ce1a5536adc07	ENCSR572XHZ,ENCSR328FYU	mild to moderate bottlenecking
ENCSR002ZGC	ENCFF806VMB	ZNF212	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	101	paired-ended	31677406	https://encode-public.s3.amazonaws.com/2018/01/13/9bf4dbd0-32ec-4e0a-9d35-69d5b519768e/ENCFF806VMB.fastq.gz	05b170c9554f8ee1b4643cac1862e69b	ENCSR572XHZ,ENCSR328FYU	mild to moderate bottlenecking
ENCSR280SCF	ENCFF649VFF	KDM4B	HepG2	HepG2 cell,Hep-G2	1	1_1	1	75	single-ended	35160896	https://encode-public.s3.amazonaws.com/2018/08/01/bc25cd25-cab8-4a08-920a-2c4965166095/ENCFF649VFF.fastq.gz	0a9d48196964b63bbfd00f65b0298eaa	ENCSR239QGH	missing genetic modification reagents
ENCSR280SCF	ENCFF819JHR	KDM4B	HepG2	HepG2 cell,Hep-G2	2	2_1	1	75	single-ended	37166280	https://encode-public.s3.amazonaws.com/2018/08/01/f817ac03-c48c-4672-884d-45a2aa1604df/ENCFF819JHR.fastq.gz	e719bb5283b0bd93072593fb4a6a00cc	ENCSR239QGH	missing genetic modification reagents
ENCSR069JKP	ENCFF760KQT	TFDP2	HepG2	HepG2 cell,Hep-G2	1	1_1	1	75	single-ended	39974267	https://encode-public.s3.amazonaws.com/2018/07/23/efecc6c5-edbc-4d7c-933f-1a0e8a0d849e/ENCFF760KQT.fastq.gz	46e8fe5df1cdd75413719511d385a525	ENCSR239QGH	missing genetic modification reagents
ENCSR069JKP	ENCFF419YKH	TFDP2	HepG2	HepG2 cell,Hep-G2	2	2_1	1	75	single-ended	32285437	https://encode-public.s3.amazonaws.com/2018/07/23/e8af1680-5d09-4a26-a1a3-67239e9e41ba/ENCFF419YKH.fastq.gz	9835b7733e8b5566b61fbb2e0eaa7ce4	ENCSR239QGH	missing genetic modification reagents
ENCSR711KBM	ENCFF787PAK	ZNF12	HepG2	HepG2 cell,Hep-G2	1	1_1	1	75	single-ended	29852386	https://encode-public.s3.amazonaws.com/2018/03/08/a98917ad-0ca8-4fa0-941a-e544753faba8/ENCFF787PAK.fastq.gz	29120750e42367a2322b1ec9b6b54c6d	ENCSR042HRU	missing genetic modification reagents,inconsistent control read length
ENCSR711KBM	ENCFF642OPP	ZNF12	HepG2	HepG2 cell,Hep-G2	2	2_1	1	75	single-ended	36616714	https://encode-public.s3.amazonaws.com/2018/03/08/53a21784-aa1b-40f5-8662-799740c3432b/ENCFF642OPP.fastq.gz	9c152c42da54ab70e543a4ea3f4120b3	ENCSR042HRU	missing genetic modification reagents,inconsistent control read length
ENCSR110QIL	ENCFF761PKE	RORB	WTC11	WTC11,WTC-11	1	1_1	1	100	paired-ended	41321799	https://encode-public.s3.amazonaws.com/2021/04/29/f89420d9-8d7a-4874-bc28-963b07f5d367/ENCFF761PKE.fastq.gz	be7a21b79845814f8c3a2ff677db6105	ENCSR049LUW	mild to moderate bottlenecking
ENCSR110QIL	ENCFF285XEJ	RORB	WTC11	WTC11,WTC-11	1	1_1	2	100	paired-ended	41321799	https://encode-public.s3.amazonaws.com/2021/04/29/00456106-4972-4f70-a3fc-a466e1ba8b94/ENCFF285XEJ.fastq.gz	c1650865426f19b505d126f36476d27c	ENCSR049LUW	mild to moderate bottlenecking
ENCSR110QIL	ENCFF271SWP	RORB	WTC11	WTC11,WTC-11	1	1_1	1	100	paired-ended	41451322	https://encode-public.s3.amazonaws.com/2021/04/29/b2ca04f4-48ec-4370-b72a-0348987e89ea/ENCFF271SWP.fastq.gz	6bc1086ccb33aabed6c612584db777f2	ENCSR049LUW	mild to moderate bottlenecking
ENCSR110QIL	ENCFF583EPZ	RORB	WTC11	WTC11,WTC-11	1	1_1	2	100	paired-ended	41451322	https://encode-public.s3.amazonaws.com/2021/04/29/7481ed42-3848-4fd3-9b8b-d467e2b5807f/ENCFF583EPZ.fastq.gz	f49bdc1523244b1d046ab8cf9ed0d818	ENCSR049LUW	mild to moderate bottlenecking
ENCSR110QIL	ENCFF303HBG	RORB	WTC11	WTC11,WTC-11	2	2_1	1	100	paired-ended	40258526	https://encode-public.s3.amazonaws.com/2021/04/29/ece79d70-1ad7-4e33-9be5-705adf34a0d8/ENCFF303HBG.fastq.gz	965138a9880be1b93d854c43ccb474dd	ENCSR049LUW	mild to moderate bottlenecking
ENCSR110QIL	ENCFF567YNZ	RORB	WTC11	WTC11,WTC-11	2	2_1	2	100	paired-ended	40258526	https://encode-public.s3.amazonaws.com/2021/04/29/79cf5ea2-0666-4c9b-9c99-a70f7578ff7c/ENCFF567YNZ.fastq.gz	3b862ee29b54638334cf42ab4a3650d2	ENCSR049LUW	mild to moderate bottlenecking
ENCSR110QIL	ENCFF588QSA	RORB	WTC11	WTC11,WTC-11	2	2_1	1	100	paired-ended	40411261	https://encode-public.s3.amazonaws.com/2021/04/29/dfa94d8d-a7d2-40e0-bd96-b241194f160e/ENCFF588QSA.fastq.gz	753dda7f55c2429413fe25236aeed900	ENCSR049LUW	mild to moderate bottlenecking
ENCSR110QIL	ENCFF913QGW	RORB	WTC11	WTC11,WTC-11	2	2_1	2	100	paired-ended	40411261	https://encode-public.s3.amazonaws.com/2021/04/29/30c221d5-6e7b-4d8a-8783-a6e4052de49d/ENCFF913QGW.fastq.gz	aaea4e2d265f9c69d819175da43fc37f	ENCSR049LUW	mild to moderate bottlenecking
ENCSR689LFJ	ENCFF914BEE	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	6797595	https://encode-public.s3.amazonaws.com/2021/04/30/c2c46cbd-d81f-41d0-b0bb-c80153c5a889/ENCFF914BEE.fastq.gz	2dcbd454da0717c0403da84e5029b4e4	ENCSR845BPQ	missing controlled_by
ENCSR689LFJ	ENCFF455KAP	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	6707354	https://encode-public.s3.amazonaws.com/2021/04/30/79f3b79a-4370-4386-a921-5843789a6faa/ENCFF455KAP.fastq.gz	e4993e3c423bf304c84f33d5c9c7f9aa	ENCSR845BPQ	missing controlled_by
ENCSR689LFJ	ENCFF121UPD	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	6666028	https://encode-public.s3.amazonaws.com/2021/04/30/675eb192-3438-47b1-98a2-09616ee53269/ENCFF121UPD.fastq.gz	1ee2503f39a5d963034c65fcdb352994	ENCSR845BPQ	missing controlled_by
ENCSR689LFJ	ENCFF834UNL	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	6672395	https://encode-public.s3.amazonaws.com/2021/04/30/ba136394-795a-44ea-8b53-d2514278680a/ENCFF834UNL.fastq.gz	6b5b7eeb66fea870caeeedf47e4170ea	ENCSR845BPQ	missing controlled_by
ENCSR689LFJ	ENCFF009ZEK	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	5709562	https://encode-public.s3.amazonaws.com/2021/04/30/1703fafe-d686-44f5-bfb7-1298bbe8a821/ENCFF009ZEK.fastq.gz	8a69c67bd0643d3b2a93f815e2f64360	ENCSR845BPQ	missing controlled_by
ENCSR689LFJ	ENCFF669MGE	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	5844882	https://encode-public.s3.amazonaws.com/2021/04/30/381a8853-0b00-4b68-8774-0754f99cada7/ENCFF669MGE.fastq.gz	4b3cc2f246fab43e9e08968ffe2bb735	ENCSR845BPQ	missing controlled_by
ENCSR689LFJ	ENCFF926XXC	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	5659081	https://encode-public.s3.amazonaws.com/2021/04/30/406eb8e3-7678-491b-a95c-e03e21c8a469/ENCFF926XXC.fastq.gz	e6c68e16fc12637a81e4bf234f27a66f	ENCSR845BPQ	missing controlled_by
ENCSR689LFJ	ENCFF585EED	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	5773233	https://encode-public.s3.amazonaws.com/2021/04/30/242bd703-5703-490d-80e7-443260cbe171/ENCFF585EED.fastq.gz	0abc5ee9922218b9bdaf72673f716d17	ENCSR845BPQ	missing controlled_by
ENCSR575WYM	ENCFF045VXR	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	6982299	https://encode-public.s3.amazonaws.com/2021/04/30/bfbff815-f96b-45e3-a5f3-6a6631913699/ENCFF045VXR.fastq.gz	20e17a6dd77c83f035d6f220800086f6	ENCSR770XRC	missing controlled_by
ENCSR575WYM	ENCFF300XVE	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	6893865	https://encode-public.s3.amazonaws.com/2021/04/30/b122e44c-a654-474b-b431-a242b8776c75/ENCFF300XVE.fastq.gz	c1c2a42ba68774ff33c8a45692d40a54	ENCSR770XRC	missing controlled_by
ENCSR575WYM	ENCFF996PRM	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	6890038	https://encode-public.s3.amazonaws.com/2021/04/30/0fa28d63-a269-4db1-829e-d2d70da0a92b/ENCFF996PRM.fastq.gz	8ee0e6dcab208b37bf57b3bb3280817e	ENCSR770XRC	missing controlled_by
ENCSR575WYM	ENCFF664XVK	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	6881552	https://encode-public.s3.amazonaws.com/2021/04/30/a3dac342-7682-4295-8025-b825d1027114/ENCFF664XVK.fastq.gz	630adec29a8c8376e04598f16a9b8c4f	ENCSR770XRC	missing controlled_by
ENCSR575WYM	ENCFF418ERL	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	2772462	https://encode-public.s3.amazonaws.com/2021/04/30/8a793132-60c0-4637-8f57-9e8b8130910f/ENCFF418ERL.fastq.gz	441c05e8bc6a2a507c9bcb4101100b13	ENCSR770XRC	missing controlled_by
ENCSR575WYM	ENCFF657UFM	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	2833888	https://encode-public.s3.amazonaws.com/2021/04/30/f6f262a9-e406-4c14-8b0b-9d02aa0fff4b/ENCFF657UFM.fastq.gz	74c69a6037db0417d17a4c03782e0368	ENCSR770XRC	missing controlled_by
ENCSR575WYM	ENCFF171MWH	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	2751843	https://encode-public.s3.amazonaws.com/2021/04/30/fd5c35b5-1e47-4c22-aa87-c163c797aba5/ENCFF171MWH.fastq.gz	186b1a0f0107fee594228b53ce687aef	ENCSR770XRC	missing controlled_by
ENCSR575WYM	ENCFF155LBA	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	2805996	https://encode-public.s3.amazonaws.com/2021/04/30/92133c6b-cd33-424b-9906-050deba5babf/ENCFF155LBA.fastq.gz	2e6d8041cf18d7a9d2b665085bc8ddd7	ENCSR770XRC	missing controlled_by
ENCSR363XHT	ENCFF239GYZ	HES4	HepG2	HepG2 cell,Hep-G2	1	1_1	1	100	single-ended	40518990	https://encode-public.s3.amazonaws.com/2021/06/02/02d2cb7f-dcc1-4145-90f2-1766148c3228/ENCFF239GYZ.fastq.gz	de8f6766aee8d324d19d69199df0906e	ENCSR615JHA	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR363XHT	ENCFF444IJA	HES4	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	single-ended	44529118	https://encode-public.s3.amazonaws.com/2021/06/02/299d00bd-4c4f-4712-94f2-fc90456f41a8/ENCFF444IJA.fastq.gz	21cc82740eeb84c5b84cb23f5f33788f	ENCSR615JHA	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR658UQD	ENCFF927PPL	ZUFSP	HepG2	HepG2 cell,Hep-G2	1	1_1	1	100	single-ended	43738168	https://encode-public.s3.amazonaws.com/2021/06/02/7cc2a5e3-a1ce-441c-9fe4-c3a123bbca8f/ENCFF927PPL.fastq.gz	6c07585736af0f5dc80b51550426a7d4	ENCSR313HFF	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR658UQD	ENCFF387ORG	ZUFSP	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	single-ended	36039795	https://encode-public.s3.amazonaws.com/2021/06/02/3136fd54-8511-4ddd-8efd-26d26d45331b/ENCFF387ORG.fastq.gz	650e181c489182c8788d7f012def8dbb	ENCSR313HFF	missing genetic modification reagents,mild to moderate bottlenecking,borderline replicate concordance
ENCSR695WOH	ENCFF273DMA	MEIS1	HepG2	HepG2 cell,Hep-G2	1	1_1	1	100	single-ended	41360655	https://encode-public.s3.amazonaws.com/2021/06/02/a7bdb1d1-01ec-42c8-b0be-f86916ff9b96/ENCFF273DMA.fastq.gz	6b53c517bff8f8391c19b1869469697f	ENCSR042HRU	missing genetic modification reagents,mild to moderate bottlenecking,moderate library complexity,borderline replicate concordance
ENCSR695WOH	ENCFF762GXO	MEIS1	HepG2	HepG2 cell,Hep-G2	2	2_1	1	100	single-ended	56679950	https://encode-public.s3.amazonaws.com/2021/06/02/a427a05b-42c9-46ef-b01d-f597fdd7317e/ENCFF762GXO.fastq.gz	4e888e7e2cd02de77d974a9f1bde6294	ENCSR042HRU	missing genetic modification reagents,mild to moderate bottlenecking,moderate library complexity,borderline replicate concordance
ENCSR374PKX	ENCFF744HGD	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5292024	https://encode-public.s3.amazonaws.com/2021/04/30/7717c783-9eaf-4a5a-a8e9-c4e934ffefa8/ENCFF744HGD.fastq.gz	e64d94479b4da5966b23370539ec2fee	ENCSR772LYM	missing controlled_by
ENCSR374PKX	ENCFF273MLU	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5206906	https://encode-public.s3.amazonaws.com/2021/04/30/b195c862-041c-4116-a7dd-8413f6443443/ENCFF273MLU.fastq.gz	60bd3265e8f02756f72fd7b10ada78c1	ENCSR772LYM	missing controlled_by
ENCSR374PKX	ENCFF141ZBD	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5202898	https://encode-public.s3.amazonaws.com/2021/04/30/f3929a0b-983b-45f9-ad03-542c645f562c/ENCFF141ZBD.fastq.gz	4512d6d278f15f22f3bcc646a128439e	ENCSR772LYM	missing controlled_by
ENCSR374PKX	ENCFF950AEY	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	4927105	https://encode-public.s3.amazonaws.com/2021/04/30/ad946ab8-f662-4432-a1f2-c10ecf6de422/ENCFF950AEY.fastq.gz	8e5d0a934f15d391164b85f67a633e7b	ENCSR772LYM	missing controlled_by
ENCSR374PKX	ENCFF472KGZ	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	4890447	https://encode-public.s3.amazonaws.com/2021/04/30/08319971-6eb9-4f6f-9d35-ca059a3535e3/ENCFF472KGZ.fastq.gz	aeae4cfcbb5379e5643c236bce3ab010	ENCSR772LYM	missing controlled_by
ENCSR374PKX	ENCFF800KWR	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5128293	https://encode-public.s3.amazonaws.com/2021/04/30/36ed43f6-6811-4ae6-96a7-4718022c36f0/ENCFF800KWR.fastq.gz	b4c0b568b6c5dbaa57d6b32f1326f179	ENCSR772LYM	missing controlled_by
ENCSR374PKX	ENCFF885XZY	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	4898135	https://encode-public.s3.amazonaws.com/2021/04/30/4e58f6e7-64bf-435c-97c8-d433fe8c3233/ENCFF885XZY.fastq.gz	8f41c76b907a3969df14491ea6192d44	ENCSR772LYM	missing controlled_by
ENCSR374PKX	ENCFF712FVT	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	4947055	https://encode-public.s3.amazonaws.com/2021/04/30/9285cebb-261a-469c-a589-fa3f0a7be9fa/ENCFF712FVT.fastq.gz	ae68daacf0cb67109c48507a49ea4f82	ENCSR772LYM	missing controlled_by
ENCSR932XBJ	ENCFF170WYW	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	4211370	https://encode-public.s3.amazonaws.com/2021/04/30/88380038-1c6a-4435-89b3-83c36fc8d38f/ENCFF170WYW.fastq.gz	f0cbf07c41ea66aff79c3a9416570dc8	ENCSR534KYQ	missing controlled_by
ENCSR932XBJ	ENCFF650EEY	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	4179240	https://encode-public.s3.amazonaws.com/2021/04/30/e19a9a35-fece-47c0-8ad8-09c5b71d8292/ENCFF650EEY.fastq.gz	f23f9577563291661f9443778c65bf7f	ENCSR534KYQ	missing controlled_by
ENCSR932XBJ	ENCFF721FAU	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	4180281	https://encode-public.s3.amazonaws.com/2021/04/30/dbcc7774-3f05-4d46-aa13-24d10c690e78/ENCFF721FAU.fastq.gz	b694d0953c34658e7374f374c5052995	ENCSR534KYQ	missing controlled_by
ENCSR932XBJ	ENCFF262DRC	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	4184578	https://encode-public.s3.amazonaws.com/2021/04/30/e965e19c-855b-40db-908d-473728ec82c0/ENCFF262DRC.fastq.gz	9aae94f0b6206db704797bc5a80c480e	ENCSR534KYQ	missing controlled_by
ENCSR932XBJ	ENCFF011XXT	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	4855830	https://encode-public.s3.amazonaws.com/2021/04/30/062c1fd5-4f01-4814-915b-1ab5b156bc32/ENCFF011XXT.fastq.gz	d10c507b67f3b52a16609c180f0f37d4	ENCSR534KYQ	missing controlled_by
ENCSR932XBJ	ENCFF033ZGR	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	4815477	https://encode-public.s3.amazonaws.com/2021/04/30/1e1ab0f2-d678-491c-99ce-9b001f0971c3/ENCFF033ZGR.fastq.gz	7a9884d2d04bc57e49be43c40bb849ba	ENCSR534KYQ	missing controlled_by
ENCSR932XBJ	ENCFF168EBN	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	4826184	https://encode-public.s3.amazonaws.com/2021/04/30/ea85cf9b-6568-45ae-b819-b1a236a9568f/ENCFF168EBN.fastq.gz	52c256461db4f103724254052fa1e14d	ENCSR534KYQ	missing controlled_by
ENCSR932XBJ	ENCFF004DYO	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	4822254	https://encode-public.s3.amazonaws.com/2021/04/30/8b0aae18-7d23-4ae1-a2a5-47b743749ea1/ENCFF004DYO.fastq.gz	d62dbbc8be71426dfed91f16080adf1f	ENCSR534KYQ	missing controlled_by
ENCSR351SWL	ENCFF195LUG	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5251508	https://encode-public.s3.amazonaws.com/2021/04/30/c1ef7835-4ff3-403a-8f59-c5767edb70e1/ENCFF195LUG.fastq.gz	fe2c69f63e0a3090f8c42d7acff4c387	ENCSR968XKG	missing controlled_by
ENCSR351SWL	ENCFF500PST	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	3869631	https://encode-public.s3.amazonaws.com/2021/04/30/e2d582f9-8eae-4225-8888-9c40ee29a446/ENCFF500PST.fastq.gz	f00407236e32a0b31802738acc9e25ce	ENCSR968XKG	missing controlled_by
ENCSR351SWL	ENCFF784WPU	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	3894268	https://encode-public.s3.amazonaws.com/2021/04/30/4c2e7e48-f560-4c49-ae55-addc4d2d4d03/ENCFF784WPU.fastq.gz	fa7a9f23250ba1aa281bc68f3a2fc5e5	ENCSR968XKG	missing controlled_by
ENCSR351SWL	ENCFF409QYI	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	3894421	https://encode-public.s3.amazonaws.com/2021/04/30/6077e46d-a6cc-4065-8a60-a04aa89d79d7/ENCFF409QYI.fastq.gz	8d6f9bd3fe7a18722da9ebdc2785021d	ENCSR968XKG	missing controlled_by
ENCSR351SWL	ENCFF249QNU	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	3999165	https://encode-public.s3.amazonaws.com/2021/04/30/ddef89bd-de8c-4995-acea-016ac0aeefa7/ENCFF249QNU.fastq.gz	1aa13d14b5183e11c0b3ffc2e94a0b2e	ENCSR968XKG	missing controlled_by
ENCSR351SWL	ENCFF261BUP	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5203272	https://encode-public.s3.amazonaws.com/2021/04/30/aeb25116-a842-4a33-b7a0-92f4af8cf421/ENCFF261BUP.fastq.gz	8596d255b55cd3d4a6739a5df885499c	ENCSR968XKG	missing controlled_by
ENCSR351SWL	ENCFF715YXV	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5274719	https://encode-public.s3.amazonaws.com/2021/04/30/e7a3d5a9-a733-4566-b27c-939aa417b20c/ENCFF715YXV.fastq.gz	6b1a99a38b25ecb895abefa597907e81	ENCSR968XKG	missing controlled_by
ENCSR351SWL	ENCFF903GZI	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5288885	https://encode-public.s3.amazonaws.com/2021/04/30/02018dff-bf1a-4b43-bd4c-0a966e944951/ENCFF903GZI.fastq.gz	04c059fe70de9989e13f3686b9be6963	ENCSR968XKG	missing controlled_by
ENCSR351SWL	ENCFF024AMO	CTCF	dorsolateral prefrontal cortex		2	2_1	1	76	single-ended	5772270	https://encode-public.s3.amazonaws.com/2022/05/11/1ce81685-e05e-43ed-83f9-8d8085567430/ENCFF024AMO.fastq.gz	e4b420fabe839613be7b648240a77ea5	ENCSR968XKG	missing controlled_by
ENCSR351SWL	ENCFF340ZML	CTCF	dorsolateral prefrontal cortex		2	2_1	1	76	single-ended	5803905	https://encode-public.s3.amazonaws.com/2022/05/11/fb4d0cfd-dd6f-4ad9-843b-e1efa412aac8/ENCFF340ZML.fastq.gz	cd958d4eb58a10c2b1c3ad57e9c35527	ENCSR968XKG	missing controlled_by
ENCSR351SWL	ENCFF413ROW	CTCF	dorsolateral prefrontal cortex		2	2_1	1	76	single-ended	5666694	https://encode-public.s3.amazonaws.com/2022/05/11/7b5723c5-67ac-479b-af93-7c96f96b0680/ENCFF413ROW.fastq.gz	5a3c371e504bf9bd6adb30466ba1403c	ENCSR968XKG	missing controlled_by
ENCSR351SWL	ENCFF792KFN	CTCF	dorsolateral prefrontal cortex		2	2_1	1	76	single-ended	5761667	https://encode-public.s3.amazonaws.com/2022/05/11/b87b4994-aece-4448-93dd-40a7c7aed3b0/ENCFF792KFN.fastq.gz	848bcdc9081ad42ca58da41b8a702c7d	ENCSR968XKG	missing controlled_by
ENCSR351SWL	ENCFF229PHS	CTCF	dorsolateral prefrontal cortex		2	2_2	1	76	single-ended	6301520	https://encode-public.s3.amazonaws.com/2022/05/11/ab2f4088-1647-44ff-a93b-bc20c2b04238/ENCFF229PHS.fastq.gz	12e9ebd9cd57aae016d8a68b71cc1fc5	ENCSR968XKG	missing controlled_by
ENCSR351SWL	ENCFF982FDD	CTCF	dorsolateral prefrontal cortex		2	2_2	1	76	single-ended	6400303	https://encode-public.s3.amazonaws.com/2022/05/11/d9d217e4-8a3d-41bf-9fb6-e18539cb90bc/ENCFF982FDD.fastq.gz	3c4b023478724285a30e83dde87a090f	ENCSR968XKG	missing controlled_by
